specialty,task_type,task_size,difficulty,user_level,actual_minutes
Computer Networks,Reading Protocols,18,1,1,215
Computer Networks,Security Auditing,12,1,1,145
Artificial Intelligence,Data Preprocessing,16,3,2,328
Artificial Intelligence,Data Preprocessing,10,2,3,78
Artificial Intelligence,Data Preprocessing,9,3,3,102
Computer Networks,Configuring Routers,14,3,1,470
Computer Networks,Reading Protocols,24,1,2,253
Artificial Intelligence,Data Preprocessing,17,2,2,236
Computer Networks,Network Troubleshooting,22,2,2,295
Computer Networks,Reading Protocols,2,1,3,14
Software Engineering,Reading Documentation,22,2,2,313
Software Engineering,Code Review,9,1,2,91
Software Engineering,Writing Code,2,1,3,18
Computer Networks,Network Troubleshooting,19,2,1,485
Computer Networks,Security Auditing,10,2,3,98
Computer Networks,Network Troubleshooting,18,2,1,320
Software Engineering,Debugging,4,2,2,68
Computer Networks,Lab Simulation,21,3,2,447
Computer Networks,Configuring Routers,8,2,3,79
Computer Networks,Security Auditing,4,2,3,34
Artificial Intelligence,Data Preprocessing,16,2,3,193
Artificial Intelligence,Math/Algorithm Review,12,2,2,154
Computer Networks,Network Troubleshooting,1,2,3,8
Computer Networks,Configuring Routers,3,3,2,67
Artificial Intelligence,Data Preprocessing,15,2,1,273
Computer Networks,Network Troubleshooting,3,3,2,51
Computer Networks,Configuring Routers,3,2,3,29
Artificial Intelligence,Math/Algorithm Review,17,1,2,175
Artificial Intelligence,Math/Algorithm Review,2,1,2,14
Computer Networks,Configuring Routers,22,1,1,301
Software Engineering,Writing Code,22,2,1,405
Software Engineering,Reading Documentation,10,1,1,140
Artificial Intelligence,Writing Code,12,1,1,170
Software Engineering,System Design,4,2,1,67
Software Engineering,Reading Documentation,15,2,1,296
Computer Networks,Lab Simulation,15,3,2,314
Software Engineering,Writing Code,3,2,2,46
Software Engineering,Code Review,13,1,2,110
Software Engineering,Writing Code,24,3,1,619
Software Engineering,Debugging,19,3,2,436
Artificial Intelligence,Reading Research Papers,18,3,3,206
Artificial Intelligence,Math/Algorithm Review,14,3,2,317
Artificial Intelligence,Reading Research Papers,8,1,1,101
Software Engineering,Reading Documentation,17,2,1,295
Software Engineering,System Design,2,2,2,23
Software Engineering,System Design,7,2,2,126
Software Engineering,Debugging,18,1,2,170
Software Engineering,Reading Documentation,10,1,1,121
Software Engineering,Writing Code,16,1,1,195
Software Engineering,Debugging,4,2,1,92
Computer Networks,Lab Simulation,23,2,3,169
Software Engineering,System Design,13,1,2,90
Software Engineering,Writing Code,10,1,3,71
Software Engineering,Reading Documentation,12,2,1,227
Artificial Intelligence,Data Preprocessing,21,1,1,256
Computer Networks,Security Auditing,16,2,1,306
Artificial Intelligence,Model Training,6,2,2,78
Artificial Intelligence,Writing Code,7,1,1,81
Computer Networks,Network Troubleshooting,22,1,1,266
Software Engineering,Debugging,13,2,2,211
Software Engineering,Code Review,23,1,1,253
Computer Networks,Network Troubleshooting,16,1,3,138
Software Engineering,System Design,20,1,2,195
Software Engineering,Writing Code,5,1,3,35
Artificial Intelligence,Writing Code,6,2,2,106
Software Engineering,System Design,18,3,3,283
Software Engineering,Reading Documentation,5,2,3,44
Computer Networks,Security Auditing,2,1,3,13
Computer Networks,Reading Protocols,22,2,3,171
Computer Networks,Configuring Routers,23,3,1,725
Software Engineering,System Design,13,3,2,281
Artificial Intelligence,Data Preprocessing,3,2,2,37
Software Engineering,Debugging,15,1,2,162
Software Engineering,Debugging,16,3,1,498
Artificial Intelligence,Writing Code,7,2,3,58
Computer Networks,Reading Protocols,20,2,3,183
Artificial Intelligence,Data Preprocessing,8,3,2,201
Software Engineering,Code Review,10,2,3,116
Artificial Intelligence,Model Training,18,1,2,162
Computer Networks,Network Troubleshooting,6,1,2,48
Artificial Intelligence,Model Training,11,3,1,299
Computer Networks,Configuring Routers,11,3,1,295
Artificial Intelligence,Writing Code,6,2,3,56
Artificial Intelligence,Math/Algorithm Review,19,2,1,388
Computer Networks,Security Auditing,15,1,2,118
Software Engineering,System Design,21,2,2,287
Computer Networks,Reading Protocols,4,2,2,47
Software Engineering,Code Review,13,2,1,286
Software Engineering,Reading Documentation,20,2,2,265
Software Engineering,Writing Code,13,1,1,140
Software Engineering,System Design,14,1,2,153
Computer Networks,Network Troubleshooting,24,2,3,177
Computer Networks,Network Troubleshooting,15,2,1,255
Artificial Intelligence,Data Preprocessing,11,3,3,215
Artificial Intelligence,Reading Research Papers,4,1,1,67
Software Engineering,System Design,23,2,2,264
Computer Networks,Network Troubleshooting,10,3,2,253
Software Engineering,Reading Documentation,22,2,2,323
Software Engineering,Debugging,13,3,1,367
Computer Networks,Security Auditing,17,1,3,112
Artificial Intelligence,Reading Research Papers,9,2,1,205
Artificial Intelligence,Model Training,15,3,1,466
Software Engineering,Code Review,11,2,2,164
Software Engineering,Debugging,15,1,2,152
Artificial Intelligence,Math/Algorithm Review,3,2,1,49
Software Engineering,Code Review,6,2,2,101
Artificial Intelligence,Data Preprocessing,23,2,2,263
Software Engineering,Writing Code,24,1,3,137
Artificial Intelligence,Data Preprocessing,20,1,2,220
Artificial Intelligence,Reading Research Papers,5,3,3,77
Software Engineering,Code Review,15,2,2,200
Computer Networks,Network Troubleshooting,22,2,2,383
Computer Networks,Configuring Routers,5,1,1,57
Computer Networks,Reading Protocols,9,2,2,150
Artificial Intelligence,Math/Algorithm Review,21,1,3,176
Artificial Intelligence,Model Training,24,2,3,275
Artificial Intelligence,Writing Code,11,3,2,206
Artificial Intelligence,Reading Research Papers,3,3,2,69
Software Engineering,Debugging,2,2,2,24
Artificial Intelligence,Model Training,15,3,3,198
Artificial Intelligence,Data Preprocessing,11,2,2,130
Computer Networks,Reading Protocols,18,2,1,343
Computer Networks,Network Troubleshooting,5,2,3,48
Artificial Intelligence,Math/Algorithm Review,17,2,2,236
Software Engineering,Debugging,19,3,2,404
Computer Networks,Security Auditing,4,2,3,36
Artificial Intelligence,Writing Code,22,1,1,268
Artificial Intelligence,Data Preprocessing,4,3,2,85
Software Engineering,Reading Documentation,1,2,2,14
Computer Networks,Network Troubleshooting,17,2,2,310
Software Engineering,Reading Documentation,17,2,1,297
Artificial Intelligence,Reading Research Papers,10,2,1,189
Software Engineering,Code Review,17,2,1,394
Artificial Intelligence,Writing Code,1,3,1,25
Software Engineering,System Design,5,1,1,51
Software Engineering,Writing Code,5,1,2,47
Software Engineering,Reading Documentation,24,3,1,612
Computer Networks,Security Auditing,11,2,1,194
Software Engineering,Writing Code,21,1,3,118
Artificial Intelligence,Writing Code,4,2,1,65
Computer Networks,Reading Protocols,8,2,1,136
Software Engineering,Writing Code,15,2,2,226
Software Engineering,Writing Code,7,2,2,122
Software Engineering,Writing Code,17,2,1,328
Software Engineering,Reading Documentation,11,3,2,253
Software Engineering,Debugging,9,2,2,143
Artificial Intelligence,Reading Research Papers,22,1,1,298
Computer Networks,Security Auditing,10,1,2,99
Computer Networks,Reading Protocols,6,2,2,89
Software Engineering,Reading Documentation,10,3,2,196
Computer Networks,Security Auditing,5,3,1,142
Artificial Intelligence,Reading Research Papers,14,3,3,236
Computer Networks,Security Auditing,7,2,1,195
Artificial Intelligence,Model Training,19,1,1,224
Artificial Intelligence,Model Training,12,2,1,176
Software Engineering,Code Review,10,2,2,144
Computer Networks,Lab Simulation,8,1,1,88
Computer Networks,Configuring Routers,17,3,2,312
Artificial Intelligence,Model Training,11,3,2,256
Software Engineering,System Design,4,2,2,47
Computer Networks,Security Auditing,1,2,1,18
Computer Networks,Reading Protocols,7,2,2,103
Artificial Intelligence,Writing Code,23,1,1,326
Computer Networks,Security Auditing,12,3,2,285
Computer Networks,Network Troubleshooting,4,2,1,81
Artificial Intelligence,Model Training,17,2,1,341
Computer Networks,Security Auditing,22,2,1,473
Artificial Intelligence,Reading Research Papers,20,2,3,201
Software Engineering,Writing Code,10,3,3,135
Computer Networks,Network Troubleshooting,8,2,1,127
Software Engineering,Reading Documentation,10,2,3,101
Artificial Intelligence,Model Training,24,3,1,674
Software Engineering,Debugging,11,2,3,101
Software Engineering,Reading Documentation,16,2,2,265
Software Engineering,Debugging,14,1,1,203
Artificial Intelligence,Data Preprocessing,21,2,3,186
Computer Networks,Security Auditing,24,1,2,297
Software Engineering,System Design,1,2,2,14
Artificial Intelligence,Math/Algorithm Review,17,1,1,229
Artificial Intelligence,Data Preprocessing,17,1,1,165
Software Engineering,Code Review,9,2,2,145
Software Engineering,System Design,13,1,1,203
Software Engineering,Writing Code,24,2,2,257
Computer Networks,Security Auditing,2,2,2,27
Artificial Intelligence,Data Preprocessing,1,1,1,11
Computer Networks,Reading Protocols,23,1,2,265
Artificial Intelligence,Reading Research Papers,20,2,1,505
Software Engineering,System Design,15,2,3,151
Artificial Intelligence,Data Preprocessing,4,2,2,67
Computer Networks,Reading Protocols,3,1,3,16
Artificial Intelligence,Math/Algorithm Review,2,3,2,47
Artificial Intelligence,Reading Research Papers,11,2,3,121
Computer Networks,Network Troubleshooting,2,2,1,48
Computer Networks,Configuring Routers,4,2,1,76
Computer Networks,Lab Simulation,11,3,2,257
Artificial Intelligence,Data Preprocessing,2,2,1,36
Computer Networks,Configuring Routers,24,2,2,283
Software Engineering,System Design,14,1,2,104
Computer Networks,Configuring Routers,10,3,3,152
Artificial Intelligence,Writing Code,15,2,2,211
Artificial Intelligence,Math/Algorithm Review,1,2,3,10
Artificial Intelligence,Model Training,5,3,2,108
Software Engineering,Code Review,20,1,1,326
Computer Networks,Configuring Routers,5,1,2,52
Artificial Intelligence,Model Training,23,3,2,452
Computer Networks,Configuring Routers,11,2,1,201
Computer Networks,Reading Protocols,11,2,2,176
Computer Networks,Lab Simulation,2,3,2,38
Artificial Intelligence,Writing Code,17,2,2,245
Artificial Intelligence,Reading Research Papers,13,1,2,145
Computer Networks,Reading Protocols,9,2,2,133
Computer Networks,Reading Protocols,19,3,2,352
Computer Networks,Configuring Routers,7,1,1,71
Artificial Intelligence,Writing Code,9,2,3,117
Software Engineering,Debugging,7,1,1,96
Artificial Intelligence,Data Preprocessing,22,2,2,339
Software Engineering,System Design,16,3,2,373
Artificial Intelligence,Math/Algorithm Review,20,2,3,238
Software Engineering,Reading Documentation,17,2,2,178
Computer Networks,Configuring Routers,22,1,2,220
Software Engineering,Code Review,16,2,1,328
Artificial Intelligence,Reading Research Papers,11,3,2,246
Software Engineering,Code Review,9,3,3,115
Software Engineering,Debugging,15,2,2,234
Artificial Intelligence,Data Preprocessing,17,3,1,596
Software Engineering,Writing Code,2,2,3,21
Computer Networks,Network Troubleshooting,6,2,1,109
Artificial Intelligence,Model Training,18,2,2,236
Computer Networks,Lab Simulation,19,1,1,290
Computer Networks,Reading Protocols,2,2,2,28
Software Engineering,Code Review,7,3,2,131
Computer Networks,Configuring Routers,3,1,1,45
Computer Networks,Security Auditing,10,2,2,151
Artificial Intelligence,Data Preprocessing,20,2,2,356
Software Engineering,Code Review,13,1,1,212
Computer Networks,Lab Simulation,18,3,1,630
Software Engineering,System Design,24,1,3,159
Computer Networks,Reading Protocols,11,1,3,66
Computer Networks,Reading Protocols,10,3,2,235
Software Engineering,Debugging,18,3,1,529
Computer Networks,Network Troubleshooting,3,2,1,59
Computer Networks,Network Troubleshooting,24,2,1,525
Computer Networks,Lab Simulation,7,3,2,142
Computer Networks,Security Auditing,10,1,1,129
Computer Networks,Network Troubleshooting,7,3,2,136
Computer Networks,Configuring Routers,2,1,1,32
Computer Networks,Reading Protocols,13,1,1,189
Artificial Intelligence,Reading Research Papers,19,3,1,575
Software Engineering,Reading Documentation,9,1,3,51
Computer Networks,Reading Protocols,14,3,1,395
Artificial Intelligence,Writing Code,18,1,1,222
Artificial Intelligence,Data Preprocessing,13,1,2,108
Artificial Intelligence,Reading Research Papers,18,1,3,122
Artificial Intelligence,Data Preprocessing,23,3,3,241
Software Engineering,Debugging,20,3,2,363
Software Engineering,Writing Code,7,1,1,97
Computer Networks,Configuring Routers,13,2,1,240
Artificial Intelligence,Data Preprocessing,8,2,3,66
Artificial Intelligence,Reading Research Papers,11,2,1,235
Artificial Intelligence,Model Training,8,2,3,65
Artificial Intelligence,Math/Algorithm Review,15,2,1,371
Computer Networks,Lab Simulation,1,1,1,15
Artificial Intelligence,Reading Research Papers,9,2,2,103
Software Engineering,Writing Code,13,3,2,310
Artificial Intelligence,Math/Algorithm Review,12,2,3,126
Artificial Intelligence,Reading Research Papers,13,2,2,143
Software Engineering,System Design,20,2,3,231
Computer Networks,Security Auditing,5,3,2,95
Software Engineering,Code Review,4,1,2,40
Software Engineering,Writing Code,3,3,2,67
Software Engineering,Debugging,9,1,1,87
Artificial Intelligence,Reading Research Papers,17,1,1,194
Computer Networks,Security Auditing,3,1,1,35
Artificial Intelligence,Model Training,20,1,2,215
Computer Networks,Security Auditing,10,1,1,93
Computer Networks,Reading Protocols,3,1,2,30
Artificial Intelligence,Model Training,19,1,1,236
Computer Networks,Lab Simulation,24,1,1,310
Artificial Intelligence,Writing Code,21,2,2,307
Computer Networks,Security Auditing,6,3,1,153
Software Engineering,Reading Documentation,20,3,2,361
Computer Networks,Reading Protocols,8,1,1,94
Software Engineering,Debugging,5,2,2,78
Artificial Intelligence,Data Preprocessing,24,3,2,478
Software Engineering,Reading Documentation,23,2,2,250
Software Engineering,Debugging,19,2,2,258
Computer Networks,Network Troubleshooting,6,2,1,79
Artificial Intelligence,Reading Research Papers,3,2,1,52
Software Engineering,Writing Code,4,2,1,66
Software Engineering,Debugging,20,1,2,240
Software Engineering,System Design,12,1,2,123
Artificial Intelligence,Writing Code,21,3,2,433
Software Engineering,Code Review,7,2,1,121
Artificial Intelligence,Model Training,4,2,1,70
Artificial Intelligence,Model Training,8,3,1,212
Computer Networks,Reading Protocols,15,3,1,478
Software Engineering,Writing Code,19,1,1,267
Artificial Intelligence,Reading Research Papers,11,2,2,142
Artificial Intelligence,Model Training,3,2,1,56
Software Engineering,Code Review,3,3,1,78
Computer Networks,Network Troubleshooting,11,1,1,145
Artificial Intelligence,Math/Algorithm Review,18,2,3,240
Artificial Intelligence,Writing Code,15,2,1,301
Artificial Intelligence,Reading Research Papers,24,1,2,240
Artificial Intelligence,Math/Algorithm Review,15,3,2,379
Software Engineering,Writing Code,6,2,1,109
Artificial Intelligence,Math/Algorithm Review,20,1,2,222
Artificial Intelligence,Model Training,14,3,1,433
Computer Networks,Lab Simulation,20,1,3,154
Artificial Intelligence,Writing Code,17,2,2,261
Computer Networks,Configuring Routers,6,2,2,79
Computer Networks,Network Troubleshooting,1,2,2,16
Computer Networks,Lab Simulation,10,1,2,99
Software Engineering,Debugging,8,3,3,116
Computer Networks,Network Troubleshooting,24,2,2,453
Software Engineering,Code Review,6,2,1,135
Artificial Intelligence,Writing Code,17,2,2,298
Software Engineering,Code Review,20,2,2,299
Artificial Intelligence,Writing Code,20,1,1,254
Artificial Intelligence,Model Training,5,1,3,38
Software Engineering,Writing Code,21,1,2,261
Software Engineering,Debugging,17,1,2,146
Computer Networks,Network Troubleshooting,4,2,1,64
